Case ID,Plan Cat. Primary,Plan Category Public,Plan Cat. Second,Building Work Description,Typo Work Description,Total Area,Building Work Value,Number of Units,Year,Area 2
70467832,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Granny Flat, Swimming Pool, Internal Alterations",554,3901620,1,2019,PAROW
70123488,Additions and Alterations,Private,Non Residential,Other,Extension to Hospital,932,3886440,1,2008,BELLVILLE
70040880,Residential,Private,Block of Flats,Flats,,738,3867120,12,2008,GOODWOOD
70025871,Residential,Private,Dwelling Houses,Other,"""Dwelling, Porch, Wall""",572,3824160,1,2013,TYGER NORTHERN SUBURBS
70004328,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,3802806,1,2010,PAROW EAST
70305610,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Swimming Pool",152,3754640,1,2016,TYGER NORTHERN SUBURBS
70404016,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alteration, S/Pool & Wall",498,3753970,1,2019,TYGER NORTHERN SUBURBS
70252993,Residential,Private,Dwelling Houses,Other,"Dwelling, Patio, Pool, Wall",581,3744437,1,2015,TYGER NORTHERN SUBURBS
70260267,Residential,Private,Dwelling Houses,Dwelling,,560,3740800,1,2015,GOODWOOD
70271681,Additions and Alterations,Private,Non Residential,Other,"Office Extension, Internal Alts, Wall",373,3733334,1,2016,TYGERVALLEY
70398749,Additions and Alterations,Private,Dwelling Houses,Other,"Extension, Covered Walk Way",586,3696160,1,2018,TYGER NORTHERN SUBURBS
70162351,Residential,Private,Block of Flats,Other,Flats x 6,455,3685500,6,2014,BELLVILLE
70332873,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,3685500,1,2017,BELLVILLE CBD
70188115,Residential,Private,Dwelling Houses,Other,"Dwelling, pool",523,3683720,1,2015,TYGER NORTHERN SUBURBS
70114988,Non Residential,Private,Office/Bank Space,Other,Warehouse & Workshop,894,3656760,1,2008,STIKLAND INDUSTRIA
70204664,Additions and Alterations,Private,Non Residential,,Factory Extension & Carport,903,3648120,1,2009,BELLVILLE CBD
70300936,Residential,Private,Dwelling Houses,Other,"Dwelling, Wall",512,3639920,1,2016,TYGER NORTHERN SUBURBS
70413057,Additions and Alterations,Private,Town House/Flats/Other Residen,Other,"Additions, Internal Alterations to Student Residence, Covered Areas",407,3613810,1,2018,BELLVILLE
70099163,Additions and Alterations,Private,Non Residential,Other,Classrooms,684,3584160,1,2012,TYGER NORTHERN SUBURBS
70275818,Residential,Private,Block of Flats,Flats,,436,3579560,8,2016,PAROW
70485502,Additions and Alterations,Private,Non Residential,Factory Extension,,509,3573180,1,2019,ELSIES RIVER INDUSTRIA
70310875,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to UWC Medical Centre,0,3569800,1,2017,BELLVILLE CBD
70169733,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,540,3568800,1,2014,TYGER NORTHERN SUBURBS
70245546,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal alts, Pool, Wall",455,3563820,1,2015,TYGER NORTHERN SUBURBS
70155353,Residential,Private,Dwelling Houses,Other,"Dwelling, Pool, Wall",535,3548200,1,2014,TYGER NORTHERN SUBURBS
70044095,Residential,Private,Dwelling Houses,Other,"""Dwelling,  Swimming pool, Wall""",573,3529840,1,2013,TYGER NORTHERN SUBURBS
70302423,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to student residence: Stellenbosch Tyge,0,3506589,1,2016,BELLVILLE CBD
70295444,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,3500000,1,2016,BELLVILLE CBD
70019278,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,3499000,1,2013,TYGERVALLEY
70271422,Residential,Private,Dwelling Houses,Other,"Dwelling, Stoep, Pool, Wall",537,3491510,1,2015,TYGER NORTHERN SUBURBS
70080030,Residential,Private,Dwelling Houses,Other,"""Dwelling, pool and wall""",834,3483830,1,2010,TYGER NORTHERN SUBURBS
70277541,Residential,Private,Dwelling Houses,Other,"Dwelling, Pool",496,3459340,1,2016,TYGER NORTHERN SUBURBS
70111705,Residential,Private,Other,Other,Guest House,1033,3453630,5,2009,TYGER NORTHERN SUBURBS
70173012,Additions and Alterations,Private,Dwelling Houses,Other,"Dweling ext, enclosed balcony, wall",539,3433480,1,2014,TYGER NORTHERN SUBURBS
70507673,Additions and Alterations,Private,Town House/Flats/Other Residen,Other,Conversion of Existing Ground Floor & First Floor into Flats & Refuse Room: 24 Units,323,3410030,24,2020,PAROW
70029399,Residential,Private,Dwelling Houses,Other,Dwelling and Walls,481,3386040,1,2014,TYGER NORTHERN SUBURBS
70013513,Residential,Private,Dwelling Houses,Other,"""Dwelling,Pool/wall""",632,3378900,1,2011,TYGER NORTHERN SUBURBS
70354836,Additions and Alterations,Private,Schools/Hospitals/Libraries,Other,Dwelling Extension,783,3363320,6,2005,TYGER NORTHERN SUBURBS
70167852,Non Residential,Private,Shopping Space,Other,McDonalds Restaurant,400,3352000,1,2014,BELLVILLE
70155551,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension and Internal Alterations,491,3340280,1,2014,TYGER NORTHERN SUBURBS
70169242,Additions and Alterations,Private,Town House/Flats/Other Residen,Other,"Addition, Internal Alterations",39,3326820,1,2014,BELLVILLE CBD
70002321,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,3325832,1,2013,TYGER NORTHERN SUBURBS
70019338,Additions and Alterations,Private,Non Residential,Other,New Storage,615,3321000,1,2013,PAROW EAST
70379461,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations",286,3319160,1,2018,TYGER NORTHERN SUBURBS
70396284,Additions and Alterations,Private,Town House/Flats/Other Residen,Town House,,423,3274020,1,2018,TYGER NORTHERN SUBURBS
70257834,Residential,Private,Dwelling Houses,Other,"Dwelling, Pool, Wall",491,3263170,1,2015,TYGER NORTHERN SUBURBS
70338241,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,462,3261720,1,2017,PAROW
70538117,Additions and Alterations,Private,Internal Alterations,Other,INTERNAL ALTERATIONS_SHOP,0,3250000,1,2021,TYGERVALLEY
70044860,Residential,Private,Dwelling Houses,Other,"""Dwelling,  Swimming pool, Wall""",509,3247320,1,2014,TYGER NORTHERN SUBURBS
70010866,Additions and Alterations,Private,Non Residential,Factory Extension,,803,3244120,1,2010,ELSIES RIVER INDUSTRIA
70152657,Residential,Private,Dwelling Houses,Other,Dwelling,519,3232100,1,2014,TYGER NORTHERN SUBURBS
70433891,Residential,Private,Town House,Other,Town House & Wall,414,3219060,1,2018,TYGER NORTHERN SUBURBS
70085445,Residential,Private,Dwelling Houses,Other,"""Dwelling,  Swimming pool""",823,3187370,1,2010,TYGER NORTHERN SUBURBS
70181695,Residential,Private,Dwelling Houses,Other,"New dwelling, wall, pool",476,3174880,1,2014,TYGER NORTHERN SUBURBS
70488183,Residential,Private,Town House,Town House,,404,3138510,1,2020,TYGER NORTHERN SUBURBS
70299048,Residential,Private,Dwelling Houses,Other,"Dwelling, Pool, Wall",444,3130590,1,2016,TYGER NORTHERN SUBURBS
70272597,Residential,Private,Dwelling Houses,Other,"Dwelling, Pool, Wall",437,3122610,1,2015,TYGER NORTHERN SUBURBS
70383759,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Swimming Pool, Wall",434,3104870,1,2018,TYGER NORTHERN SUBURBS
70319375,Residential,Private,Dwelling Houses,Other,"Dwelling, Patio, Pool, Wall",441,3103890,1,2016,TYGER NORTHERN SUBURBS
70027573,Additions and Alterations,Private,Non Residential,Other,"Crèche Extension, Verandah",524,3091100,1,2014,PAROW
70075681,Residential,Private,Dwelling Houses,Other,"Dwelling,Wall & Pool",500,3088680,1,2014,TYGER NORTHERN SUBURBS
70083903,Residential,Private,Dwelling Houses,Other,"""Dwelling,  Swimming pool, wall""",762,3065360,1,2010,TYGER NORTHERN SUBURBS
70409905,Residential,Private,Town House/Flats/Other Residen,Other,Town house & Wall,393,3053370,1,2018,TYGER NORTHERN SUBURBS
70098894,Residential,Private,Dwelling Houses,Other,"""Dwelling, Swimming pool, Wall""",514,3051346,1,2012,TYGER NORTHERN SUBURBS
70488049,Additions and Alterations,Private,Non Residential,Other,Additions & Alterations to Middestad Mall,315,3027898,0,2020,BELLVILLE CBD
70019240,Additions and Alterations,Private,Internal Alterations,Other,Plastering,0,3008000,1,2013,TYGERVALLEY
70017074,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,3000000,1,2012,PAROW EAST
70109934,Additions and Alterations,Private,Non Residential,Internal Alterations,,0,3000000,1,2008,TYGERVALLEY
70538126,Additions and Alterations,Private,Dwelling Houses,Other,"DWELLING EXTENSION, INTERNAL ALTS,  S/POOL",239,2993760,1,2021,TYGER NORTHERN SUBURBS
70455811,Non Residential,Private,Church/Sport/Recreation,Other,"New Church, Wall",418,2983640,1,2019,PAROW
70472857,Additions and Alterations,Private,Non Residential,Other,"Additions, Internal Alterations, Storage Units to OK Express",397,2981940,1,2019,STIKLAND INDUSTRIA
70353574,Additions and Alterations,Private,Non Residential,Factory Extension,,645,2980220,1,2017,BEACONVALE INDUSTRIA
70170152,Additions and Alterations,Private,Dwelling Houses,Other,"Additions, wall",407,2953480,1,2014,TYGER NORTHERN SUBURBS
70330073,Additions and Alterations,Private,Non Residential,Shop Extension,,336,2940000,1,2017,ELSIES RIVER INDUSTRIA
70200340,Additions and Alterations,Private,Non Residential,,"""Stoep, Shop Extension""",661,2934820,1,2009,BELLVILLE CBD
70013602,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,2919450,1,2012,PAROW
70285625,Additions and Alterations,Private,Non Residential,Other,Additions to Church,509,2913840,1,2016,BELLVILLE
70454606,Residential,Private,Dwelling Houses,Other,"Dwelling, Wall",403,2911330,2,2019,BELLVILLE
70468145,Residential,Private,Town House,Town House,,395,2868970,1,2019,TYGER NORTHERN SUBURBS
70084592,Residential,Private,Dwelling Houses,Dwelling,Dwelling,639,2861190,1,2010,TYGER NORTHERN SUBURBS
70333680,Residential,Private,Dwelling Houses,Dwelling,,403,2855670,1,2017,GOODWOOD
70340761,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Boundary Wall",449,2852220,1,2017,BELLVILLE CBD
70506004,Residential,Private,Dwelling Houses,Other,"Dwelling, Covered Patio, Swimming Pool, Wall",434,2849340,1,2020,BELLVILLE
70098529,Additions and Alterations,Private,Non Residential,Other,"""Forecourt, Extension""",517,2830500,1,2012,BEACONVALE INDUSTRIA
70082746,Residential,Private,Block of Flats,Other,New Group Housing,800,2819080,7,2010,BELLVILLE
70093335,Residential,Private,Dwelling Houses,Other,"""Dwelling, Wall, Pool""",508,2818600,1,2011,TYGER NORTHERN SUBURBS
70526929,Residential,Private,Dwelling Houses,Other,"DWELLING, PATIO, SWIMMING POOL, WALL",432,2818010,1,2020,TYGER NORTHERN SUBURBS
70522532,Additions and Alterations,Private,Non Residential,Other,MIXED USE: ADDITIONS AND INTERNAL ALTERATIONS TO FLATS AND SHOPS,26,2813460,0,2021,GOODWOOD
70383835,Residential,Private,Town House,Town House,,394,2797060,1,2017,TYGER NORTHERN SUBURBS
70263219,Residential,Private,Dwelling Houses,Dwelling,,393,2774580,1,2015,TYGER NORTHERN SUBURBS
70442158,Additions and Alterations,Private,Non Residential,Other,Hospital Extension (PET CT),395,2772900,1,2019,PAROW
70409102,Additions and Alterations,Private,Non Residential,Other,Garages and parking bays,83,2769820,1,2018,BELLVILLE
70301833,Residential,Private,Dwelling Houses,Other,"Dwelling, Swimming Pool, Wall",374,2765780,1,2016,TYGER NORTHERN SUBURBS
70342924,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport, Boundary Wall, Internal Alterat",148,2756140,1,2017,PAROW EAST
70083307,Additions and Alterations,Private,Non Residential,Other,Factory Extension & Refuse Room,682,2755280,1,2010,STIKLAND INDUSTRIA
70092871,Additions and Alterations,Private,Non Residential,Other,"""Office Extension,  Internal Alt",300,2750000,1,2011,TYGER NORTHERN SUBURBS
70337684,Non Residential,Private,Shopping Space,Other,New Chemist,314,2747500,1,2017,PAROW
70203581,Additions and Alterations,Private,Internal Alterations,,Internal Alterations,0,2746719,1,2009,BELLVILLE CBD
70182297,Residential,Private,Dwelling Houses,Other,"Dwelling, Pool, Carport, Wall",471,2741550,1,2014,TYGER NORTHERN SUBURBS
70160544,Residential,Private,Dwelling Houses,Other,"Dwelling, Pool, Wall",413,2739400,1,2014,TYGER NORTHERN SUBURBS
70247741,Additions and Alterations,Private,Non Residential,Other,"Addition and Alterations, Wall",400,2738600,1,2015,BELLVILLE
70193944,Non Residential,Private,Schools/Technicons/Libraries,Other,New Tyger Wheel & Tyre,614,2732300,1,2009,BELLVILLE
70388130,Residential,Private,Dwelling Houses,Dwelling,,385,2718100,1,2018,TYGER NORTHERN SUBURBS
70086906,Additions and Alterations,Private,Non Residential,Other,Additions & Alterations,606,2715060,1,2010,PAROW
70393099,Residential,Private,Town House,Town House,,350,2712720,1,2018,TYGER NORTHERN SUBURBS
70097047,Residential,Private,Dwelling Houses,Dwelling,Dwelling,495,2705400,1,2012,TYGER NORTHERN SUBURBS
70032509,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,2702881,1,2011,PAROW EAST
70388619,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport",432,2702040,1,2018,PAROW
70090494,Residential,Private,Dwelling Houses,Other,"""Dwelling,  Swimming pool, wall""",663,2690110,1,2011,TYGER NORTHERN SUBURBS
70028931,Additions and Alterations,Private,Non Residential,Other,Additions,352,2681515,1,2014,BELLVILLE
70024386,Residential,Private,Dwelling Houses,Other,"""Dwelling,  Swimming pool, Wall""",456,2665600,1,2013,TYGER NORTHERN SUBURBS
70510461,Residential,Private,Dwelling Houses,Other,DWELLING & WALL,364,2663290,1,2020,TYGER NORTHERN SUBURBS
70006748,Additions and Alterations,Private,Non Residential,Other,Office block,596,2652200,1,2009,GOODWOOD
70348495,Additions and Alterations,Private,Non Residential,Other,"Classrooms, Walls",358,2632860,1,2017,TYGER NORTHERN SUBURBS
70322844,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Wall,Swimming Pool",362,2622180,1,2016,TYGER NORTHERN SUBURBS
70335028,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations: Block A South African Medical Research,0,2600000,1,2020,PAROW
70373434,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to line Shops:  Parow Centre,0,2600000,1,2017,PAROW
70173439,Residential,Private,Dwelling Houses,Other,"Dwelling, wall, pool",375,2563220,1,2014,TYGER NORTHERN SUBURBS
70302596,Additions and Alterations,Public,Non Residential,Other,"Office Extension, Internal Alterations",174,2562500,1,2016,BELLVILLE
70124453,Residential,Private,Dwelling Houses,Dwelling,Dwelling,612,2562400,1,2008,TYGER NORTHERN SUBURBS
70109819,Residential,Private,Dwelling Houses,Other,"""Dwelling,  Swimming pool and wa",572,2561170,1,2009,TYGER NORTHERN SUBURBS
70412012,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,335,2544100,1,2019,PAROW
70013395,Additions and Alterations,Private,Non Residential,Other,"""New Office Blocks, Internal Alt",420,2541000,1,2012,BEACONVALE INDUSTRIA
70498682,Additions and Alterations,Private,Non Residential,Other,Addition & Alterations to Fleet Services Building,139,2535780,1,2020,BELLVILLE CBD
70257799,Non Residential,Private,Industrial Warehouse,Factory,,360,2527200,1,2015,BEACONVALE INDUSTRIA
70048551,Additions and Alterations,Private,Non Residential,Factory Extension,,316,2521680,1,2014,PAROW
70048551,Additions and Alterations,Private,Non Residential,Factory Extension,,316,2521680,1,2014,PAROW
70048551,Additions and Alterations,Private,Non Residential,Factory Extension,,316,2521680,1,2014,PAROW
70110395,Additions and Alterations,Private,Non Residential,Factory Extension,,240,2519600,1,2014,ELSIES RIVER INDUSTRIA
70121062,Additions and Alterations,Private,Non Residential,Other,"""Office Extension,  Internal Alt",580,2517200,1,2008,GOODWOOD
70003981,Additions and Alterations,Private,Hospitals/Clinics,Internal Alterations,,0,2500000,1,2009,BELLVILLE CBD
70329406,Additions and Alterations,Private,Non Residential,Other,School Extension,356,2499120,1,2017,TYGER NORTHERN SUBURBS
70280569,Residential,Private,Town House,Other,"Town House, Pool, Wall",319,2487960,1,2016,TYGER NORTHERN SUBURBS
70400442,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,29,2479740,1,2018,TYGER NORTHERN SUBURBS
